ENTREZID	SYMBOL	GENENAME	pooled_logFC	pooled_adj.P.Val	Sri_Lanka_logFC	United_States_logFC	stability_tier	recommended_use	direction_set	candidate_group_id	representative_GO	representative_TERM
9935	MAFB	MAF bZIP transcription factor B	-1.24105985195304	4.87467402410091e-08	-1.84459307684471	-0.47403779641675	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
8204	NRIP1	nuclear receptor interacting protein 1	-1.44502828094311	6.73014067701792e-08	-2.02344816479816	-0.724388876308205	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
7695	ZNF136	zinc finger protein 136	-0.914416108793247	8.25774548705736e-08	-1.03230251897502	-0.831957119432161	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
56160	NSMCE3	NSE3 homolog, SMC5-SMC6 complex component	-0.896597247989576	1.10936825901185e-07	-0.956980480495185	-0.920544836667558	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
1390	CREM	cAMP responsive element modulator	-1.11441558284478	1.70566068610622e-07	-1.50602944063732	-0.584000673155553	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
10782	ZNF274	zinc finger protein 274	-0.866876090157288	2.49834571011343e-07	-0.99931908865232	-0.747780282089877	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
22849	CPEB3	cytoplasmic polyadenylation element binding protein 3	-1.56946413905723	3.13340320323465e-07	-1.88515711767888	-1.2215339592421	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
11080	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4	-1.52003054422077	3.27671107624718e-07	-1.93802230547313	-1.02098966047348	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
7767	ZNF224	zinc finger protein 224	-0.93262861961376	3.49932438700959e-07	-1.13799361735304	-0.750437980371645	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
126070	ZNF440	zinc finger protein 440	-0.857443947004299	5.30712797853481e-07	-0.874939183298638	-0.987375906219208	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
23598	PATZ1	POZ/BTB and AT hook containing zinc finger 1	-0.843492988870401	6.20908638476458e-07	-0.657593522523359	-1.22762226188394	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
9975	NR1D2	nuclear receptor subfamily 1 group D member 2	-1.42543685070792	7.56883964290942e-07	-1.67272762142694	-1.19957391485634	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
4609	MYC	MYC proto-oncogene, bHLH transcription factor	-0.87655647817756	9.64549809099642e-07	-0.981606675056824	-0.787530758560353	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
7678	ZNF124	zinc finger protein 124	-0.782491352614499	1.13481906620416e-06	-1.10134113495289	-0.417446100652246	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
4092	SMAD7	SMAD family member 7	-1.14720520848415	1.19867374275784e-06	-1.033596232671	-1.46443782831575	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
90594	ZNF439	zinc finger protein 439	-1.30188986106463	1.22367595495278e-06	-1.44626956842663	-1.15985603354714	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
51176	LEF1	lymphoid enhancer binding factor 1	-0.933959041446432	1.35025456200601e-06	-0.705083138789787	-1.33592620059196	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
26152	ZNF337	zinc finger protein 337	-0.794660500219337	1.53858789426085e-06	-0.645170497825282	-1.1054647781124	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
59348	ZNF350	zinc finger protein 350	-0.79765578014337	1.63033480758033e-06	-1.20869059711578	-0.280382967845073	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
57692	MAGEE1	MAGE family member E1	-1.58141943967828	1.73564153953253e-06	-1.31697487772852	-2.18648398021537	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
4208	MEF2C	myocyte enhancer factor 2C	-0.87427773354216	1.98439493795651e-06	-0.759180009812107	-1.11176259875116	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
467	ATF3	activating transcription factor 3	-1.61210237720515	2.04916905250808e-06	-2.02965445074413	-1.21898630133797	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
53335	BCL11A	BCL11 transcription factor A	-1.0510986082702	2.14281891075763e-06	-1.2026176464139	-0.990710224802815	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
10499	NCOA2	nuclear receptor coactivator 2	-1.14144701643883	2.28195434253427e-06	-1.46754203246913	-0.755174026862538	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
9880	ZBTB39	zinc finger and BTB domain containing 39	-1.24519999481426	2.35045153265114e-06	-1.46046845184712	-1.14481914738737	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
57600	FNIP2	folliculin interacting protein 2	-1.26528708103841	2.86472657321078e-06	-1.70840066376553	-0.700740297468182	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
9093	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3	-0.733697733686324	4.53050312440233e-06	-0.590392359129351	-1.03226433377413	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
9730	DCAF1	DDB1 and CUL4 associated factor 1	-0.815525540175975	4.67739772030721e-06	-1.00977025783508	-0.607612835883892	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
23119	HIC2	HIC ZBTB transcriptional repressor 2	-0.879172760931698	5.01452305799657e-06	-0.985434310590131	-0.839523364349263	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
2005	ELK4	ETS transcription factor ELK4	-0.929048178346745	5.74928344268209e-06	-1.08658543295362	-0.821023861451286	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
2296	FOXC1	forkhead box C1	-1.69285172032908	5.78967475134088e-06	-2.45616215145981	-0.575724005733501	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
356	FASLG	Fas ligand	-1.34438007722997	6.52338947939148e-06	-0.915934161143768	-2.16257742685463	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
7753	ZNF202	zinc finger protein 202	-0.742960616204407	6.63577179099838e-06	-0.683608293779131	-0.865215089367972	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
339559	ZFP69	ZFP69 zinc finger protein	-1.13424754227428	7.75458779304712e-06	-1.31991680602452	-0.914628344124313	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
2625	GATA3	GATA binding protein 3	-0.790109539037166	8.13884447375849e-06	-0.459440096955703	-1.32383337693448	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
648	BMI1	BMI1 proto-oncogene, polycomb ring finger	-1.44559855467001	1.03848614448689e-05	-1.42945477040212	-1.56565789842787	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
11218	DDX20	DEAD-box helicase 20	-0.728260181119196	1.08560847500817e-05	-0.732497749042031	-0.790609029071411	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
30812	SOX8	SRY-box transcription factor 8	-1.48618700670869	1.33687207176924e-05	-1.62947605359447	-1.40670965667416	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
51513	ETV7	ETS variant transcription factor 7	-1.39964096725293	1.62953270482896e-05	-1.91544809340258	-0.863531617680028	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
65986	ZBTB10	zinc finger and BTB domain containing 10	-1.16502059949012	1.75485346929025e-05	-1.19112899960017	-1.20990031886276	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
4194	MDM4	MDM4 regulator of p53	-0.895017266131024	1.78410100820724e-05	-1.00332562889123	-0.879041952738713	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
8725	URI1	URI1 prefoldin like chaperone	-0.683932621440459	1.80228839463829e-05	-0.617993256965049	-0.868368872770176	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
57343	ZNF304	zinc finger protein 304	-0.969633257335828	2.03494068526452e-05	-0.90682163547203	-1.17462477584654	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
221656	KDM1B	lysine demethylase 1B	-0.916848694421923	2.63067832556152e-05	-1.46366521555805	-0.227204274517904	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
7541	ZBTB14	zinc finger and BTB domain containing 14	-0.878920745157078	2.65695742023835e-05	-0.768116999292683	-1.11209298733501	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
79648	MCPH1	microcephalin 1	-0.784111986076249	2.89639817837896e-05	-0.821514936332495	-0.776749441878902	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
7181	NR2C1	nuclear receptor subfamily 2 group C member 1	-1.02640052068465	2.92022097820728e-05	-0.967194340559629	-1.17220852833671	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
54880	BCOR	BCL6 corepressor	-0.908043555686885	3.00832722252578e-05	-1.15976305949508	-0.670643843565247	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
6304	SATB1	SATB homeobox 1	-0.810577162120049	3.50158851481525e-05	-0.86075021670953	-0.821628419811192	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_01	GO:0000122	negative regulation of transcription by RNA polymerase II
