feature_id	pooled_rank	pooled_logFC	pooled_AveExpr	pooled_t	pooled_P.Value	pooled_adj.P.Val	pooled_B	Sri_Lanka_rank	Sri_Lanka_logFC	Sri_Lanka_P.Value	Sri_Lanka_adj.P.Val	United_States_rank	United_States_logFC	United_States_P.Value	United_States_adj.P.Val	pooled_direction	Sri_Lanka_direction	United_States_direction	pooled_Sri_Lanka_concordant	pooled_United_States_concordant	Sri_Lanka_United_States_concordant	all_three_concordant	pooled_FDR05	pooled_FDR10	Sri_Lanka_FDR05	United_States_FDR05	site_FDR05_count	site_direction_concordance_count	min_abs_site_logFC	mean_abs_site_logFC	stability_tier	recommended_use	bacterial_higher_stable	viral_higher_stable
NM_001281738	9526	0.416013763382151	0.993309855871953	2.36584132326724	0.0188072189645667	0.0394841037237423	-4.25199667256049	14259	0.290715375428021	0.222703019389822	0.312352737553619	7538	0.604500629030737	0.0282167188562278	0.0748613837912699	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	0.290715375428021	0.447608002229379	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	TRUE	FALSE
NM_138340	9528	-0.480547132576204	3.15990906600972	-2.36534954050449	0.0188316125020765	0.039527017047547	-4.25312827444339	6376	-0.848244438055599	0.00208120912454582	0.00652793307430862	19731	-0.012675601638267	0.966883869828282	0.979977367215235	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	1	3	0.012675601638267	0.430460019846933	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_024762	9529	0.45352509337594	3.38186737198009	2.36528521044956	0.0188348054772655	0.039529570231906	-4.25327628259672	7242	0.689254997214546	0.00413679624782151	0.0114238867937286	17780	0.118598083234441	0.721272399789113	0.811254648969573	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	1	3	0.118598083234441	0.403926540224493	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	TRUE	FALSE
NM_001366726	9531	0.482512218036712	5.97963847118445	2.36456967219853	0.0188703528366933	0.0395958646921654	-4.25492230730359	6650	0.78828285829005	0.00262521676498962	0.00789499399744771	17652	0.126303323165467	0.70771630895551	0.801813871674669	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	1	3	0.126303323165467	0.457293090727759	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	TRUE	FALSE
NM_001353892	9532	0.469985742793852	3.00970942376483	2.36427386491333	0.0188850655460381	0.0396225792966025	-4.25560264395709	13147	0.394267698417928	0.139833802704223	0.212697444980627	10262	0.500882546879605	0.103549884242271	0.201802195961916	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	0.394267698417928	0.447575122648767	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	TRUE	FALSE
NR_038283	9534	-0.372381234154401	-1.48166416444121	-2.36404972006527	0.0188962206690954	0.0396376669982421	-4.2561181078649	13430	-0.305719094825669	0.159928260053599	0.238153780551893	8388	-0.507520255903432	0.0454678306828952	0.108406192874013	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	0.305719094825669	0.406619675364551	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_021098	9535	-0.629793135918658	-1.90106230854743	-2.36382597192041	0.0189073618328739	0.0396568777446927	-4.25663261303439	13539	-0.466588405940811	0.167081471090806	0.246802743211835	8349	-0.918593886883937	0.0443862606829427	0.10632181427694	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	0.466588405940811	0.692591146412374	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_001005353	9537	0.488202364893141	-1.65202429350459	2.36338376473904	0.0189293978034735	0.0396947705433224	-4.2576493246757	19780	0.0139472290234934	0.96030521221112	0.970937509555621	2037	1.20850825685011	0.00015363653327955	0.00150838342123599	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	1	3	0.0139472290234934	0.611227742936802	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	TRUE	FALSE
NM_005760	9538	-0.481466446445443	3.72802746137035	-2.36333174497256	0.0189319915262668	0.0396960472356689	-4.25776891530069	6877	-0.827132051321119	0.00318762238584082	0.00926992294524218	18643	-0.0664867173861129	0.822258870152036	0.882065930599719	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	1	3	0.0664867173861129	0.446809384353616	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_001198535	9539	-0.620653625691702	-1.27496843819693	-2.36328280235636	0.0189344321068964	0.0396970025899802	-4.25788142943375	9899	-0.764991061392743	0.0245555194514124	0.0496096407221737	13163	-0.477658418946147	0.268902300947057	0.408552542478173	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	1	3	0.477658418946147	0.621324740169445	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_001139517	9540	-0.421114729839893	0.817275545348192	-2.36306766386053	0.018945163522894	0.0397153380811696	-4.25837598478279	13431	-0.337765227528737	0.159980551372329	0.238205099167359	7715	-0.607123699837898	0.0311578713913179	0.0807670702147862	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	0.337765227528737	0.472444463683318	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_001323047	9541	0.423636418672952	-1.53090503550141	2.36277603045909	0.0189597191600811	0.0397416857229287	-4.25904631633768	14766	0.270500469639372	0.26684898022262	0.361398224403204	7745	0.61845636382052	0.0316485193882132	0.0817222387662847	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	0.270500469639372	0.444478416729946	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	TRUE	FALSE
NM_001353163	9543	-0.456724401986847	0.446177659567812	-2.36220854995076	0.0189880707390101	0.0397927723681718	-4.26035046803148	8326	-0.651154589031469	0.00910356472271121	0.0218667056076749	16739	-0.168545065472886	0.604244762232869	0.721924308494841	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	1	3	0.168545065472886	0.409849827252178	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_024055	9545	-0.402369184808371	-0.499925625423866	-2.36170253856919	0.0190133827516523	0.0398374690047453	-4.26151310307881	11416	-0.431441139906731	0.0593189489499292	0.103917279261531	10736	-0.424917815215153	0.124270391560498	0.231483893895512	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	0.424917815215153	0.428179477560942	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_013382	9547	0.395278270017652	1.70242714597024	2.36006569536657	0.0190954654140022	0.0399984648596952	-4.26527236359837	11241	0.477388034373616	0.054261816345965	0.0965378582957881	12685	0.252258976224561	0.231041370114898	0.364248903846949	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	0.252258976224561	0.364823505299088	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	TRUE	FALSE
