supplementary_table_section	SYMBOL_UPPER	SYMBOL	ENTREZID	ARRAY_ID	ID_REF	median_expression
S3D_gene_probe_choice_for_projection	ADAM2	ADAM2	2515	6110315	ILMN_1662675	17.87196
S3D_gene_probe_choice_for_projection	ADAM20	ADAM20	8748	2320270	ILMN_1737629	-17.4324
S3D_gene_probe_choice_for_projection	ADAM20P1	ADAM20P1	317760	7610523	ILMN_3204682	14.27822
S3D_gene_probe_choice_for_projection	ADAM21	ADAM21	8747	2690368	ILMN_1812112	-8.589012
S3D_gene_probe_choice_for_projection	ADAM21P1	ADAM21P1	145241	5310202	ILMN_3241313	-9.440991
S3D_gene_probe_choice_for_projection	ADAM22	ADAM22	53616	2490255	ILMN_1706302	-0.4406201
S3D_gene_probe_choice_for_projection	ADAM23	ADAM23	8745	110731	ILMN_2060086	-0.5014936
S3D_gene_probe_choice_for_projection	ADAM28	ADAM28	10863	6180491	ILMN_1664631	21.43033
S3D_gene_probe_choice_for_projection	ADAM29	ADAM29	11086	1770672	ILMN_2194158	5.129022
S3D_gene_probe_choice_for_projection	ADAM30	ADAM30	11085	830601	ILMN_2100871	-3.435533
S3D_gene_probe_choice_for_projection	ADAM32	ADAM32	203102	5050328	ILMN_1806841	8.959657
S3D_gene_probe_choice_for_projection	ADAM33	ADAM33	80332	1440224	ILMN_1651657	3.165699
S3D_gene_probe_choice_for_projection	ADAM3A	ADAM3A	1587	1170390	ILMN_1669486	1.590041
S3D_gene_probe_choice_for_projection	ADAM5	ADAM5	255926	540195	ILMN_2302214	-12.36326
S3D_gene_probe_choice_for_projection	ADAM6	ADAM6	8755	6480634	ILMN_1783312	6.470202
S3D_gene_probe_choice_for_projection	ADAM7	ADAM7	8756	1260424	ILMN_1750294	-2.353918
S3D_gene_probe_choice_for_projection	ADAM8	ADAM8	101	780725	ILMN_1708348	998.2949
S3D_gene_probe_choice_for_projection	ADAM9	ADAM9	8754	2940730	ILMN_1727524	29.87888
S3D_gene_probe_choice_for_projection	ADAMDEC1	ADAMDEC1	27299	2470184	ILMN_2103107	5.022951
S3D_gene_probe_choice_for_projection	ADAMTS1	ADAMTS1	9510	6900086	ILMN_1673566	3.078157
S3D_gene_probe_choice_for_projection	ADAMTS10	ADAMTS10	81794	840370	ILMN_1751168	-1.962686
S3D_gene_probe_choice_for_projection	ADAMTS12	ADAMTS12	81792	4060682	ILMN_1660970	-11.24755
S3D_gene_probe_choice_for_projection	ADAMTS13	ADAMTS13	11093	4200735	ILMN_2413732	12.9949
S3D_gene_probe_choice_for_projection	ADAMTS14	ADAMTS14	140766	7610372	ILMN_2358134	-4.621362
S3D_gene_probe_choice_for_projection	ADAMTS15	ADAMTS15	170689	6520458	ILMN_1683781	12.00485
S3D_gene_probe_choice_for_projection	ADAMTS17	ADAMTS17	170691	4040494	ILMN_1682989	15.47607
S3D_gene_probe_choice_for_projection	ADAMTS18	ADAMTS18	170692	2030487	ILMN_1739872	11.36824
S3D_gene_probe_choice_for_projection	ADAMTS19	ADAMTS19	171019	70487	ILMN_1656171	-10.39309
S3D_gene_probe_choice_for_projection	ADAMTS2	ADAMTS2	9509	3400600	ILMN_1796628	4.112641
S3D_gene_probe_choice_for_projection	ADAMTS20	ADAMTS20	80070	4060747	ILMN_1651717	-6.076764
S3D_gene_probe_choice_for_projection	ADAMTS3	ADAMTS3	9508	2120364	ILMN_1703803	-1.895378
S3D_gene_probe_choice_for_projection	ADAMTS4	ADAMTS4	9507	1660497	ILMN_2092933	3.643427
S3D_gene_probe_choice_for_projection	ADAMTS5	ADAMTS5	11096	6180332	ILMN_1681886	-5.402537
S3D_gene_probe_choice_for_projection	ADAMTS6	ADAMTS6	11174	20100	ILMN_1767362	9.08927
S3D_gene_probe_choice_for_projection	ADAMTS7	ADAMTS7	11173	240673	ILMN_3251322	-0.02582469
S3D_gene_probe_choice_for_projection	ADAMTS8	ADAMTS8	11095	2480239	ILMN_1672403	9.367714
S3D_gene_probe_choice_for_projection	ADAMTS9	ADAMTS9	56999	1570382	ILMN_1805543	-13.15525
S3D_gene_probe_choice_for_projection	ADAMTSL1	ADAMTSL1	92949	3140368	ILMN_1727084	4.470701
S3D_gene_probe_choice_for_projection	ADAMTSL2	ADAMTSL2	9719	4810575	ILMN_1721495	-1.28179
S3D_gene_probe_choice_for_projection	ADAMTSL3	ADAMTSL3	57188	5130400	ILMN_1798690	17.12258
S3D_gene_probe_choice_for_projection	ADAMTSL4	ADAMTSL4	54507	10286	ILMN_1687035	42.98843
S3D_gene_probe_choice_for_projection	ADAMTSL5	ADAMTSL5	339366	3460356	ILMN_1793040	11.82842
S3D_gene_probe_choice_for_projection	ADAP1	ADAP1	11033	830735	ILMN_2047511	2256.121
S3D_gene_probe_choice_for_projection	ADAP2	ADAP2	55803	3990433	ILMN_1763000	482.9177
S3D_gene_probe_choice_for_projection	ADAR	ADAR	103	2900450	ILMN_1776777	4993.964
S3D_gene_probe_choice_for_projection	ADARB1	ADARB1	104	7330097	ILMN_1679797	523.5123
S3D_gene_probe_choice_for_projection	ADARB2	ADARB2	105	6110519	ILMN_1749493	4.324028
S3D_gene_probe_choice_for_projection	ADARB2-AS1	ADARB2-AS1	642394	6520546	ILMN_1712854	2.909152
S3D_gene_probe_choice_for_projection	ADAT1	ADAT1	23536	1710204	ILMN_1657139	342.0978
S3D_gene_probe_choice_for_projection	ADAT2	ADAT2	134637	2760725	ILMN_3245693	17.26677
S3D_gene_probe_choice_for_projection	ADAT3	ADAT3	113179	2230253	ILMN_1806275	47.45952
S3D_gene_probe_choice_for_projection	ADCK1	ADCK1	57143	780379	ILMN_1698777	69.29678
S3D_gene_probe_choice_for_projection	ADCK2	ADCK2	90956	1780647	ILMN_1663132	336.687
S3D_gene_probe_choice_for_projection	ADCK5	ADCK5	203054	2480709	ILMN_1761309	40.98903
S3D_gene_probe_choice_for_projection	ADCY1	ADCY1	107	580561	ILMN_2120555	-3.882655
S3D_gene_probe_choice_for_projection	ADCY10	ADCY10	55811	6760370	ILMN_1808797	28.70899
S3D_gene_probe_choice_for_projection	ADCY10P1	ADCY10P1	221442	2000553	ILMN_1753411	84.46144
S3D_gene_probe_choice_for_projection	ADCY2	ADCY2	108	2970288	ILMN_1810691	0.4761002
S3D_gene_probe_choice_for_projection	ADCY3	ADCY3	109	3800050	ILMN_1676893	539.5042
S3D_gene_probe_choice_for_projection	ADCY4	ADCY4	196883	6330224	ILMN_2148944	65.56004
S3D_gene_probe_choice_for_projection	ADCY5	ADCY5	111	1030187	ILMN_1708588	10.099
S3D_gene_probe_choice_for_projection	ADCY6	ADCY6	112	3120600	ILMN_1685156	9.550326
S3D_gene_probe_choice_for_projection	ADCY7	ADCY7	113	50735	ILMN_1655935	216.4303
S3D_gene_probe_choice_for_projection	ADCY8	ADCY8	114	5310431	ILMN_1754440	2.908066
S3D_gene_probe_choice_for_projection	ADCY9	ADCY9	115	3060100	ILMN_1654287	-5.550193
S3D_gene_probe_choice_for_projection	ADCYAP1	ADCYAP1	116	3060064	ILMN_1763344	-17.76899
S3D_gene_probe_choice_for_projection	ADCYAP1R1	ADCYAP1R1	117	7100020	ILMN_1711736	-6.810865
S3D_gene_probe_choice_for_projection	ADD1	ADD1	118	5900685	ILMN_1759252	3668.806
S3D_gene_probe_choice_for_projection	ADD2	ADD2	119	6250193	ILMN_1694133	12.76692
S3D_gene_probe_choice_for_projection	ADD3	ADD3	120	1990468	ILMN_1814526	1727.488
S3D_gene_probe_choice_for_projection	ADGB	ADGB	79747	990367	ILMN_1666316	8.786605
S3D_gene_probe_choice_for_projection	ADGRA1	ADGRA1	84435	4640255	ILMN_1733541	-3.931263
S3D_gene_probe_choice_for_projection	ADGRA2	ADGRA2	25960	6040736	ILMN_1773059	8.376675
S3D_gene_probe_choice_for_projection	ADGRA3	ADGRA3	166647	5260369	ILMN_1674181	2.273495
S3D_gene_probe_choice_for_projection	ADGRB1	ADGRB1	575	3060253	ILMN_1729529	29.96276
S3D_gene_probe_choice_for_projection	ADGRB2	ADGRB2	576	2370474	ILMN_1773109	-14.9967
S3D_gene_probe_choice_for_projection	ADGRB3	ADGRB3	577	5690301	ILMN_1671076	-3.24306
S3D_gene_probe_choice_for_projection	ADGRD1	ADGRD1	283383	5290603	ILMN_1682487	-0.5961948
S3D_gene_probe_choice_for_projection	ADGRD2	ADGRD2	347088	3780026	ILMN_1798488	-1.930395
S3D_gene_probe_choice_for_projection	ADGRE1	ADGRE1	2015	2510356	ILMN_1780601	159.4349
S3D_gene_probe_choice_for_projection	ADGRE2	ADGRE2	30817	2140136	ILMN_2353633	1049.663
S3D_gene_probe_choice_for_projection	ADGRE3	ADGRE3	84658	1030209	ILMN_2348487	384.3751
S3D_gene_probe_choice_for_projection	ADGRE4P	ADGRE4P	326342	7320324	ILMN_3243190	36.40715
S3D_gene_probe_choice_for_projection	ADGRE5	ADGRE5	976	6960630	ILMN_1673363	5888.142
S3D_gene_probe_choice_for_projection	ADGRF1	ADGRF1	266977	6650202	ILMN_1744299	6.365026
S3D_gene_probe_choice_for_projection	ADGRF2	ADGRF2	222611	2370326	ILMN_1715390	-10.61039
S3D_gene_probe_choice_for_projection	ADGRF3	ADGRF3	165082	3830097	ILMN_1762897	4.341564
S3D_gene_probe_choice_for_projection	ADGRF4	ADGRF4	221393	5270437	ILMN_1684653	-16.94675
S3D_gene_probe_choice_for_projection	ADGRF5	ADGRF5	221395	2510142	ILMN_3220268	17.09455
S3D_gene_probe_choice_for_projection	ADGRG1	ADGRG1	9289	4890241	ILMN_2352097	458.4711
S3D_gene_probe_choice_for_projection	ADGRG2	ADGRG2	10149	2230072	ILMN_1751885	5.892187
S3D_gene_probe_choice_for_projection	ADGRG3	ADGRG3	222487	4230441	ILMN_1765941	269.0178
S3D_gene_probe_choice_for_projection	ADGRG4	ADGRG4	139378	5090601	ILMN_2115534	16.40154
S3D_gene_probe_choice_for_projection	ADGRG5	ADGRG5	221188	7380273	ILMN_1666902	212.9167
S3D_gene_probe_choice_for_projection	ADGRG6	ADGRG6	57211	830523	ILMN_2367010	4.782379
S3D_gene_probe_choice_for_projection	ADGRG7	ADGRG7	84873	50162	ILMN_2125395	6.252697
S3D_gene_probe_choice_for_projection	ADGRL1	ADGRL1	22859	770474	ILMN_1813175	62.06384
S3D_gene_probe_choice_for_projection	ADGRL2	ADGRL2	23266	1240615	ILMN_1697548	-7.372769
S3D_gene_probe_choice_for_projection	ADGRL3	ADGRL3	23284	1170739	ILMN_1692623	-3.296865
S3D_gene_probe_choice_for_projection	ADGRL4	ADGRL4	64123	6040070	ILMN_3240520	-3.775584
S3D_gene_probe_choice_for_projection	ADGRV1	ADGRV1	84059	3360750	ILMN_1690621	-4.350098
S3D_gene_probe_choice_for_projection	ADH1A	ADH1A	124	3370347	ILMN_1764309	3.306415
S3D_gene_probe_choice_for_projection	ADH1B	ADH1B	125	2490612	ILMN_1811598	-6.206837
S3D_gene_probe_choice_for_projection	ADH1C	ADH1C	126	1510750	ILMN_1740717	-0.5013487
S3D_gene_probe_choice_for_projection	ADH4	ADH4	127	5490382	ILMN_2136010	20.4752
S3D_gene_probe_choice_for_projection	ADH5	ADH5	128	4860066	ILMN_1738554	102.1482
S3D_gene_probe_choice_for_projection	ADH6	ADH6	130	3800368	ILMN_1691175	15.2233
S3D_gene_probe_choice_for_projection	ADH7	ADH7	131	3520709	ILMN_2223359	1.861964
S3D_gene_probe_choice_for_projection	ADHFE1	ADHFE1	137872	2760121	ILMN_1702858	88.69936
S3D_gene_probe_choice_for_projection	ADI1	ADI1	55256	6620278	ILMN_1813975	36.32276
S3D_gene_probe_choice_for_projection	ADIG	ADIG	149685	3800722	ILMN_1743331	-10.64169
S3D_gene_probe_choice_for_projection	ADIPOQ	ADIPOQ	9370	4200471	ILMN_1775045	29.31399
S3D_gene_probe_choice_for_projection	ADIPOR1	ADIPOR1	51094	6100767	ILMN_1688322	2836.152
S3D_gene_probe_choice_for_projection	ADIPOR2	ADIPOR2	79602	6960685	ILMN_2224833	294.5972
S3D_gene_probe_choice_for_projection	ADIRF	ADIRF	10974	6290168	ILMN_1680110	7.672335
S3D_gene_probe_choice_for_projection	ADIRF-AS1	ADIRF-AS1	100133190	940482	ILMN_3195497	2.314111
S3D_gene_probe_choice_for_projection	ADISSP	ADISSP	54976	2750647	ILMN_1697363	414.5863
S3D_gene_probe_choice_for_projection	ADK	ADK	132	1030241	ILMN_2358626	308.9328
S3D_gene_probe_choice_for_projection	ADM	ADM	133	5670465	ILMN_1708934	2826.017
S3D_gene_probe_choice_for_projection	ADM2	ADM2	79924	3610626	ILMN_1702933	34.24727
S3D_gene_probe_choice_for_projection	ADM5	ADM5	199800	5960735	ILMN_1855430	22.32392
S3D_gene_probe_choice_for_projection	ADNP	ADNP	23394	360678	ILMN_1657993	267.7266
S3D_gene_probe_choice_for_projection	ADNP2	ADNP2	22850	7330270	ILMN_2080751	149.1478
S3D_gene_probe_choice_for_projection	ADO	ADO	84890	4480546	ILMN_1690352	279.2465
S3D_gene_probe_choice_for_projection	ADORA1	ADORA1	134	4060519	ILMN_1747227	64.44408
S3D_gene_probe_choice_for_projection	ADORA2A	ADORA2A	135	7560440	ILMN_1807372	386.2544
S3D_gene_probe_choice_for_projection	ADORA2A-AS1	ADORA2A-AS1	646023	6130670	ILMN_1668353	11.75876
S3D_gene_probe_choice_for_projection	ADORA2B	ADORA2B	136	2060040	ILMN_1703946	40.59095
S3D_gene_probe_choice_for_projection	ADORA3	ADORA3	140	6580482	ILMN_1730710	29.43549
S3D_gene_probe_choice_for_projection	ADPGK	ADPGK	83440	5550619	ILMN_1793959	482.5756
S3D_gene_probe_choice_for_projection	ADPRH	ADPRH	141	5550369	ILMN_1794512	64.93807
S3D_gene_probe_choice_for_projection	ADPRHL1	ADPRHL1	113622	5570446	ILMN_1788530	21.66238
S3D_gene_probe_choice_for_projection	ADPRM	ADPRM	56985	6580129	ILMN_1702526	113.0525
S3D_gene_probe_choice_for_projection	ADPRS	ADPRS	54936	730010	ILMN_1811480	430.0424
S3D_gene_probe_choice_for_projection	ADRA1A	ADRA1A	148	1110731	ILMN_1780551	14.27832
S3D_gene_probe_choice_for_projection	ADRA1B	ADRA1B	147	2140022	ILMN_1679754	4.791248
S3D_gene_probe_choice_for_projection	ADRA1D	ADRA1D	146	1340630	ILMN_1716421	-3.859022
S3D_gene_probe_choice_for_projection	ADRA2A	ADRA2A	150	5720523	ILMN_1659371	75.00312
S3D_gene_probe_choice_for_projection	ADRA2B	ADRA2B	151	3390286	ILMN_1677868	31.4901
S3D_gene_probe_choice_for_projection	ADRA2C	ADRA2C	152	3460672	ILMN_1733963	485.9422
S3D_gene_probe_choice_for_projection	ADRB1	ADRB1	153	7050440	ILMN_1804255	5.080559
S3D_gene_probe_choice_for_projection	ADRB2	ADRB2	154	7570326	ILMN_1695590	425.799
S3D_gene_probe_choice_for_projection	ADRB3	ADRB3	155	1430722	ILMN_1694007	0.8209566
S3D_gene_probe_choice_for_projection	ADRM1	ADRM1	11047	4390121	ILMN_1760143	1005.958
S3D_gene_probe_choice_for_projection	ADSL	ADSL	158	5870228	ILMN_1790757	1568.638
S3D_gene_probe_choice_for_projection	ADSS1	ADSS1	122622	4900703	ILMN_2240009	28.57446
S3D_gene_probe_choice_for_projection	ADSS2	ADSS2	159	5960097	ILMN_2092664	703.1475
S3D_gene_probe_choice_for_projection	ADTRP	ADTRP	84830	2650192	ILMN_2078592	29.15618
S3D_gene_probe_choice_for_projection	AEBP1	AEBP1	165	6580711	ILMN_1736178	85.37212
S3D_gene_probe_choice_for_projection	AEBP2	AEBP2	121536	4260671	ILMN_1803376	119.5054
S3D_gene_probe_choice_for_projection	AEN	AEN	64782	4480288	ILMN_1814282	291.2077
S3D_gene_probe_choice_for_projection	AFAP1	AFAP1	60312	2690187	ILMN_1701998	45.4285
S3D_gene_probe_choice_for_projection	AFAP1-AS1	AFAP1-AS1	84740	5550446	ILMN_3224987	1.951033
S3D_gene_probe_choice_for_projection	AFAP1L1	AFAP1L1	134265	20154	ILMN_1694140	3.528579
S3D_gene_probe_choice_for_projection	AFAP1L2	AFAP1L2	84632	4590133	ILMN_1730995	51.70208
S3D_gene_probe_choice_for_projection	AFDN	AFDN	4301	4290082	ILMN_1654915	37.53569
S3D_gene_probe_choice_for_projection	AFDN-DT	AFDN-DT	653483	2570465	ILMN_1730791	32.27518
S3D_gene_probe_choice_for_projection	AFF1	AFF1	4299	6060142	ILMN_2129015	122.5294
S3D_gene_probe_choice_for_projection	AFF2	AFF2	2334	3890088	ILMN_1725889	-4.009918
S3D_gene_probe_choice_for_projection	AFF3	AFF3	3899	650753	ILMN_1775235	118.0698
S3D_gene_probe_choice_for_projection	AFF4	AFF4	27125	2360189	ILMN_1708502	88.39915
S3D_gene_probe_choice_for_projection	AFG1L	AFG1L	246269	870484	ILMN_2203987	-5.025006
S3D_gene_probe_choice_for_projection	AFG2A	AFG2A	166378	1580368	ILMN_2263236	12.59614
S3D_gene_probe_choice_for_projection	AFG2B	AFG2B	79029	7400619	ILMN_1729179	268.854
S3D_gene_probe_choice_for_projection	AFG3L1P	AFG3L1P	172	60609	ILMN_1705447	166.8251
S3D_gene_probe_choice_for_projection	AFG3L2	AFG3L2	10939	1170538	ILMN_2066124	373.158
S3D_gene_probe_choice_for_projection	AFM	AFM	173	3120681	ILMN_1777797	-14.30865
S3D_gene_probe_choice_for_projection	AFMID	AFMID	125061	2000497	ILMN_2095653	90.82903
S3D_gene_probe_choice_for_projection	AFP	AFP	174	2030161	ILMN_1782204	-1.477246
S3D_gene_probe_choice_for_projection	AFTPH	AFTPH	54812	450097	ILMN_2402766	915.2192
S3D_gene_probe_choice_for_projection	AGA	AGA	175	130064	ILMN_1802631	154.3291
S3D_gene_probe_choice_for_projection	AGAP1	AGAP1	116987	4220692	ILMN_1800530	16.93363
S3D_gene_probe_choice_for_projection	AGAP11	AGAP11	119385	3370689	ILMN_1667263	5.967695
S3D_gene_probe_choice_for_projection	AGAP12P	AGAP12P	414224	4250341	ILMN_1658978	77.42326
S3D_gene_probe_choice_for_projection	AGAP2	AGAP2	116986	3140608	ILMN_1735591	14.1348
S3D_gene_probe_choice_for_projection	AGAP2-AS1	AGAP2-AS1	100130776	460189	ILMN_3273340	43.80648
S3D_gene_probe_choice_for_projection	AGAP3	AGAP3	116988	6220164	ILMN_1795918	90.43251
S3D_gene_probe_choice_for_projection	AGAP4	AGAP4	119016	2140343	ILMN_3242883	535.1764
S3D_gene_probe_choice_for_projection	AGAP5	AGAP5	729092	4250341	ILMN_1658978	77.42326
S3D_gene_probe_choice_for_projection	AGAP6	AGAP6	414189	770424	ILMN_2209578	569.3862
S3D_gene_probe_choice_for_projection	AGAP7P	AGAP7P	653268	5420059	ILMN_1734553	77.6413
S3D_gene_probe_choice_for_projection	AGAP9	AGAP9	642517	4250341	ILMN_1658978	77.42326
S3D_gene_probe_choice_for_projection	AGBL1	AGBL1	123624	990220	ILMN_2100055	-10.50378
S3D_gene_probe_choice_for_projection	AGBL2	AGBL2	79841	4890338	ILMN_1688627	4.479865
S3D_gene_probe_choice_for_projection	AGBL5	AGBL5	60509	1850075	ILMN_2308689	140.1944
S3D_gene_probe_choice_for_projection	AGER	AGER	177	7200369	ILMN_2257015	29.52549
S3D_gene_probe_choice_for_projection	AGFG1	AGFG1	3267	6200736	ILMN_1792497	518.2473
S3D_gene_probe_choice_for_projection	AGFG2	AGFG2	3268	4050368	ILMN_1703228	34.16757
S3D_gene_probe_choice_for_projection	AGGF1	AGGF1	55109	70239	ILMN_2064917	322.5752
S3D_gene_probe_choice_for_projection	AGK	AGK	55750	7560452	ILMN_1772645	152.4856
S3D_gene_probe_choice_for_projection	AGL	AGL	178	2940113	ILMN_2371825	212.5681
S3D_gene_probe_choice_for_projection	AGMAT	AGMAT	79814	4890255	ILMN_1707169	99.57796
S3D_gene_probe_choice_for_projection	AGMO	AGMO	392636	70279	ILMN_1812678	6.93131
S3D_gene_probe_choice_for_projection	AGO1	AGO1	26523	1710102	ILMN_1671326	122.13
S3D_gene_probe_choice_for_projection	AGO2	AGO2	27161	290468	ILMN_1695719	1729.333
S3D_gene_probe_choice_for_projection	AGO3	AGO3	192669	1430528	ILMN_1761049	62.64587
S3D_gene_probe_choice_for_projection	AGO4	AGO4	192670	5560438	ILMN_1706304	89.66403
S3D_gene_probe_choice_for_projection	AGPAT1	AGPAT1	10554	4610044	ILMN_1679520	320.7079
S3D_gene_probe_choice_for_projection	AGPAT2	AGPAT2	10555	5560102	ILMN_2377430	185.5247
S3D_gene_probe_choice_for_projection	AGPAT3	AGPAT3	56894	3850435	ILMN_1654010	49.82368
S3D_gene_probe_choice_for_projection	AGPAT4	AGPAT4	56895	3440025	ILMN_1730504	78.50438
S3D_gene_probe_choice_for_projection	AGPAT4-IT1	AGPAT4-IT1	79992	110048	ILMN_1655572	137.9952
S3D_gene_probe_choice_for_projection	AGPAT5	AGPAT5	55326	830719	ILMN_1662049	79.67742
S3D_gene_probe_choice_for_projection	AGPS	AGPS	8540	7560154	ILMN_1698209	140.8291
S3D_gene_probe_choice_for_projection	AGR2	AGR2	10551	1340021	ILMN_3307841	-0.6586809
S3D_gene_probe_choice_for_projection	AGR3	AGR3	155465	5290273	ILMN_1728787	23.46515
S3D_gene_probe_choice_for_projection	AGRN	AGRN	375790	6370500	ILMN_1770454	116.3987
S3D_gene_probe_choice_for_projection	AGRP	AGRP	181	7160121	ILMN_1714253	3.457735
S3D_gene_probe_choice_for_projection	AGT	AGT	183	2850301	ILMN_1813530	-2.219227
S3D_gene_probe_choice_for_projection	AGTPBP1	AGTPBP1	23287	4760427	ILMN_1718071	576.7007
S3D_gene_probe_choice_for_projection	AGTR1	AGTR1	185	940040	ILMN_2341343	11.95621
S3D_gene_probe_choice_for_projection	AGTR2	AGTR2	186	5550437	ILMN_1775634	4.32766
S3D_gene_probe_choice_for_projection	AGTRAP	AGTRAP	57085	4610220	ILMN_1802458	703.1542
S3D_gene_probe_choice_for_projection	AGXT	AGXT	189	270709	ILMN_1709796	0.8591138
S3D_gene_probe_choice_for_projection	AGXT2	AGXT2	64902	6350753	ILMN_1783963	-10.67554
S3D_gene_probe_choice_for_projection	AHCTF1	AHCTF1	25909	1230196	ILMN_1809139	151.9572
S3D_gene_probe_choice_for_projection	AHCY	AHCY	191	3710537	ILMN_1657862	766.785
S3D_gene_probe_choice_for_projection	AHCYL1	AHCYL1	10768	1170440	ILMN_1770412	813.0626
S3D_gene_probe_choice_for_projection	AHCYL2	AHCYL2	23382	870039	ILMN_1712786	41.99846
S3D_gene_probe_choice_for_projection	AHDC1	AHDC1	27245	4250376	ILMN_1680111	45.80311
S3D_gene_probe_choice_for_projection	AHI1	AHI1	54806	5860253	ILMN_1791006	3.24231
S3D_gene_probe_choice_for_projection	AHNAK	AHNAK	79026	450553	ILMN_1714567	730.0947
S3D_gene_probe_choice_for_projection	AHNAK2	AHNAK2	113146	1400288	ILMN_1790688	7.909772
S3D_gene_probe_choice_for_projection	AHR	AHR	196	4890672	ILMN_1812640	7845.899
S3D_gene_probe_choice_for_projection	AHRR	AHRR	57491	5560433	ILMN_1782679	-9.774298
S3D_gene_probe_choice_for_projection	AHSA1	AHSA1	10598	4880561	ILMN_1703617	467.66
S3D_gene_probe_choice_for_projection	AHSA2P	AHSA2P	130872	1170220	ILMN_1798308	297.0779
S3D_gene_probe_choice_for_projection	AHSG	AHSG	197	2320377	ILMN_1730625	-13.15334
S3D_gene_probe_choice_for_projection	AHSP	AHSP	51327	2350274	ILMN_1696512	2491.972
S3D_gene_probe_choice_for_projection	AICDA	AICDA	57379	6110358	ILMN_2164164	6.239318
S3D_gene_probe_choice_for_projection	AIDA	AIDA	64853	4640445	ILMN_3240117	1452.604
S3D_gene_probe_choice_for_projection	AIF1	AIF1	199	3800047	ILMN_1792473	3157.757
S3D_gene_probe_choice_for_projection	AIF1L	AIF1L	83543	1410021	ILMN_3246401	100.7427
S3D_gene_probe_choice_for_projection	AIFM1	AIFM1	9131	1500689	ILMN_2313821	346.2394
S3D_gene_probe_choice_for_projection	AIFM2	AIFM2	84883	270612	ILMN_1712639	5.759264
S3D_gene_probe_choice_for_projection	AIFM3	AIFM3	150209	4260551	ILMN_1704173	17.9389
S3D_gene_probe_choice_for_projection	AIG1	AIG1	51390	3940056	ILMN_1797974	77.30215
S3D_gene_probe_choice_for_projection	AIM2	AIM2	9447	1260270	ILMN_1681301	670.824
S3D_gene_probe_choice_for_projection	AIMP1	AIMP1	9255	3710632	ILMN_1715351	-6.150139
S3D_gene_probe_choice_for_projection	AIMP2	AIMP2	7965	6960056	ILMN_1673252	530.1987
S3D_gene_probe_choice_for_projection	AIP	AIP	9049	610689	ILMN_2103841	1148.701
S3D_gene_probe_choice_for_projection	AIPL1	AIPL1	23746	240142	ILMN_2368268	-0.9565575
S3D_gene_probe_choice_for_projection	AIRE	AIRE	326	5820386	ILMN_2261519	12950.88
S3D_gene_probe_choice_for_projection	AIRIM	AIRIM	54955	4540039	ILMN_2077886	84.41203
S3D_gene_probe_choice_for_projection	AJAP1	AJAP1	55966	6480484	ILMN_2312764	27.56105
S3D_gene_probe_choice_for_projection	AJM1	AJM1	389813	4850608	ILMN_1677274	3.019783
S3D_gene_probe_choice_for_projection	AJUBA	AJUBA	84962	2000167	ILMN_1687275	18.42245
S3D_gene_probe_choice_for_projection	AK1	AK1	203	650746	ILMN_1814204	20631.99
S3D_gene_probe_choice_for_projection	AK2	AK2	204	5720669	ILMN_1716053	568.4566
S3D_gene_probe_choice_for_projection	AK3	AK3	50808	670463	ILMN_1778173	455.9533
S3D_gene_probe_choice_for_projection	AK4	AK4	205	4290192	ILMN_1764090	27.61629
S3D_gene_probe_choice_for_projection	AK5	AK5	26289	6270148	ILMN_2387712	30.56671
S3D_gene_probe_choice_for_projection	AK6	AK6	102157402	7040537	ILMN_1778617	23.66785
S3D_gene_probe_choice_for_projection	AK7	AK7	122481	2760470	ILMN_1684305	-8.182372
S3D_gene_probe_choice_for_projection	AK8	AK8	158067	6330358	ILMN_1659914	8.620535
S3D_gene_probe_choice_for_projection	AK9	AK9	221264	5270670	ILMN_1687835	11.71776
S3D_gene_probe_choice_for_projection	AKAIN1	AKAIN1	642597	4180044	ILMN_1662143	1.082856
S3D_gene_probe_choice_for_projection	AKAP1	AKAP1	8165	4810494	ILMN_1712530	23.10681
