supplementary_table_section	SYMBOL_UPPER	SYMBOL	ENTREZID	ARRAY_ID	ID_REF	median_expression
S3D_gene_probe_choice_for_projection	SNORD50B	SNORD50B	692088	460246	ILMN_3247444	-0.5355531
S3D_gene_probe_choice_for_projection	SNORD51	SNORD51	26798	6860605	ILMN_3240306	0.4951515
S3D_gene_probe_choice_for_projection	SNORD52	SNORD52	26797	6840326	ILMN_3246391	27.74784
S3D_gene_probe_choice_for_projection	SNORD53	SNORD53	26796	5910053	ILMN_3245541	6.809646
S3D_gene_probe_choice_for_projection	SNORD54	SNORD54	26795	6960110	ILMN_1663681	-3.615695
S3D_gene_probe_choice_for_projection	SNORD55	SNORD55	26811	4180408	ILMN_1680393	59.41945
S3D_gene_probe_choice_for_projection	SNORD56	SNORD56	26793	2450020	ILMN_2209515	77.65202
S3D_gene_probe_choice_for_projection	SNORD56B	SNORD56B	319139	1400767	ILMN_1715396	0.3804473
S3D_gene_probe_choice_for_projection	SNORD57	SNORD57	26792	5310463	ILMN_3241139	38.63998
S3D_gene_probe_choice_for_projection	SNORD58A	SNORD58A	26791	2510274	ILMN_3236149	-1.114747
S3D_gene_probe_choice_for_projection	SNORD58B	SNORD58B	26790	150326	ILMN_3238028	1.075867
S3D_gene_probe_choice_for_projection	SNORD58C	SNORD58C	100124516	1170768	ILMN_3239331	-4.53966
S3D_gene_probe_choice_for_projection	SNORD59A	SNORD59A	26789	5890551	ILMN_3239851	-1.222376
S3D_gene_probe_choice_for_projection	SNORD59B	SNORD59B	692090	5910687	ILMN_3242164	19.04479
S3D_gene_probe_choice_for_projection	SNORD6	SNORD6	692075	290220	ILMN_3234756	54.94263
S3D_gene_probe_choice_for_projection	SNORD60	SNORD60	26788	1190398	ILMN_3238481	-4.824475
S3D_gene_probe_choice_for_projection	SNORD61	SNORD61	26787	6130092	ILMN_3237439	-8.606619
S3D_gene_probe_choice_for_projection	SNORD62A	SNORD62A	26786	4640279	ILMN_3248270	29.46858
S3D_gene_probe_choice_for_projection	SNORD62B	SNORD62B	692093	4640279	ILMN_3248270	29.46858
S3D_gene_probe_choice_for_projection	SNORD63	SNORD63	26785	1510328	ILMN_3248394	1.441292
S3D_gene_probe_choice_for_projection	SNORD64	SNORD64	347686	4070731	ILMN_1735689	0.5029847
S3D_gene_probe_choice_for_projection	SNORD65	SNORD65	692106	1440072	ILMN_3246353	2.005298
S3D_gene_probe_choice_for_projection	SNORD66	SNORD66	692107	3460202	ILMN_3247671	3.228969
S3D_gene_probe_choice_for_projection	SNORD67	SNORD67	692108	1340164	ILMN_3248712	14.18902
S3D_gene_probe_choice_for_projection	SNORD68	SNORD68	606500	1980669	ILMN_2082762	76.48779
S3D_gene_probe_choice_for_projection	SNORD69	SNORD69	692109	5130348	ILMN_3309694	23.057
S3D_gene_probe_choice_for_projection	SNORD7	SNORD7	692076	7560678	ILMN_3236404	27.72497
S3D_gene_probe_choice_for_projection	SNORD70	SNORD70	692110	6590202	ILMN_3237685	-8.324841
S3D_gene_probe_choice_for_projection	SNORD71	SNORD71	692111	20543	ILMN_3239272	7.852375
S3D_gene_probe_choice_for_projection	SNORD72	SNORD72	619564	2640754	ILMN_3243450	-3.698153
S3D_gene_probe_choice_for_projection	SNORD73A	SNORD73A	8944	3870519	ILMN_1667288	16.04164
S3D_gene_probe_choice_for_projection	SNORD74	SNORD74	619498	4390044	ILMN_3246754	-2.968042
S3D_gene_probe_choice_for_projection	SNORD76	SNORD76	692196	2750474	ILMN_3247148	-2.08392
S3D_gene_probe_choice_for_projection	SNORD77	SNORD77	692197	6330592	ILMN_3248294	-11.29706
S3D_gene_probe_choice_for_projection	SNORD78	SNORD78	692198	2490523	ILMN_3249211	-9.767948
S3D_gene_probe_choice_for_projection	SNORD79	SNORD79	26770	6290209	ILMN_3239799	-4.520688
S3D_gene_probe_choice_for_projection	SNORD8	SNORD8	319103	540520	ILMN_3248874	208.0021
S3D_gene_probe_choice_for_projection	SNORD80	SNORD80	26774	630187	ILMN_3243244	12.61723
S3D_gene_probe_choice_for_projection	SNORD83A	SNORD83A	116937	6580446	ILMN_1653927	-2.486499
S3D_gene_probe_choice_for_projection	SNORD83B	SNORD83B	116938	3450630	ILMN_3244157	24.32488
S3D_gene_probe_choice_for_projection	SNORD84	SNORD84	692199	4540544	ILMN_3245672	22.25376
S3D_gene_probe_choice_for_projection	SNORD87	SNORD87	641648	3520170	ILMN_3243248	5.611484
S3D_gene_probe_choice_for_projection	SNORD88B	SNORD88B	692203	1500598	ILMN_3236097	6.40888
S3D_gene_probe_choice_for_projection	SNORD88C	SNORD88C	692204	6620047	ILMN_3237615	1.11072
S3D_gene_probe_choice_for_projection	SNORD89	SNORD89	692205	5810411	ILMN_3238662	303.0736
S3D_gene_probe_choice_for_projection	SNORD9	SNORD9	692053	1510021	ILMN_3244449	4.911172
S3D_gene_probe_choice_for_projection	SNORD90	SNORD90	692206	3360176	ILMN_3240108	-6.070595
S3D_gene_probe_choice_for_projection	SNORD91A	SNORD91A	692207	3870156	ILMN_3241369	-4.027801
S3D_gene_probe_choice_for_projection	SNORD91B	SNORD91B	692208	870504	ILMN_3242443	6.970834
S3D_gene_probe_choice_for_projection	SNORD92	SNORD92	692209	4070703	ILMN_3245759	-2.238275
S3D_gene_probe_choice_for_projection	SNORD93	SNORD93	692210	3990451	ILMN_3246529	-14.26154
S3D_gene_probe_choice_for_projection	SNORD94	SNORD94	692225	5810520	ILMN_3245274	17.18305
S3D_gene_probe_choice_for_projection	SNORD95	SNORD95	619570	6400592	ILMN_3243452	82.47765
S3D_gene_probe_choice_for_projection	SNORD96A	SNORD96A	619571	6510327	ILMN_3244640	30.56822
S3D_gene_probe_choice_for_projection	SNORD96B	SNORD96B	692226	6380491	ILMN_3247008	-2.469768
S3D_gene_probe_choice_for_projection	SNORD97	SNORD97	692223	510040	ILMN_3242144	6.217106
S3D_gene_probe_choice_for_projection	SNORD98	SNORD98	692211	2360041	ILMN_3247625	-14.067
S3D_gene_probe_choice_for_projection	SNORD99	SNORD99	692212	1850273	ILMN_3248703	58.50445
S3D_gene_probe_choice_for_projection	SNPH	SNPH	9751	290477	ILMN_1757532	45.84824
S3D_gene_probe_choice_for_projection	SNRK	SNRK	54861	2060095	ILMN_2107184	1777.691
S3D_gene_probe_choice_for_projection	SNRNP200	SNRNP200	23020	3830537	ILMN_3235185	66.3336
S3D_gene_probe_choice_for_projection	SNRNP25	SNRNP25	79622	4760450	ILMN_1801118	426.8205
S3D_gene_probe_choice_for_projection	SNRNP27	SNRNP27	11017	2260632	ILMN_2069945	323.3317
S3D_gene_probe_choice_for_projection	SNRNP35	SNRNP35	11066	3840719	ILMN_1772845	202.889
S3D_gene_probe_choice_for_projection	SNRNP40	SNRNP40	9410	6130220	ILMN_3247064	741.7834
S3D_gene_probe_choice_for_projection	SNRNP48	SNRNP48	154007	2350438	ILMN_1754304	40.78394
S3D_gene_probe_choice_for_projection	SNRNP70	SNRNP70	6625	3870010	ILMN_1732053	1919.004
S3D_gene_probe_choice_for_projection	SNRPA	SNRPA	6626	5310195	ILMN_1779399	250.731
S3D_gene_probe_choice_for_projection	SNRPA1	SNRPA1	6627	5080605	ILMN_1715179	1144.858
S3D_gene_probe_choice_for_projection	SNRPB	SNRPB	6628	2070349	ILMN_1774661	2009.269
S3D_gene_probe_choice_for_projection	SNRPB2	SNRPB2	6629	6020491	ILMN_1690706	1091.943
S3D_gene_probe_choice_for_projection	SNRPC	SNRPC	6631	6270717	ILMN_2086064	568.7831
S3D_gene_probe_choice_for_projection	SNRPD1	SNRPD1	6632	1510039	ILMN_1768393	38.05302
S3D_gene_probe_choice_for_projection	SNRPD2	SNRPD2	6633	6040138	ILMN_2369785	5443.126
S3D_gene_probe_choice_for_projection	SNRPD2P2	SNRPD2P2	645339	6650167	ILMN_3286498	12.17851
S3D_gene_probe_choice_for_projection	SNRPD3	SNRPD3	6634	4290544	ILMN_1794599	211.5635
S3D_gene_probe_choice_for_projection	SNRPE	SNRPE	6635	580471	ILMN_1656424	-2.301369
S3D_gene_probe_choice_for_projection	SNRPF	SNRPF	6636	650301	ILMN_2067370	1464.023
S3D_gene_probe_choice_for_projection	SNRPG	SNRPG	6637	2940168	ILMN_1683562	1266.613
S3D_gene_probe_choice_for_projection	SNRPN	SNRPN	6638	1740273	ILMN_2372082	762.1545
S3D_gene_probe_choice_for_projection	SNTA1	SNTA1	6640	5690431	ILMN_1753241	168.158
S3D_gene_probe_choice_for_projection	SNTB1	SNTB1	6641	3420739	ILMN_1793410	243.0747
S3D_gene_probe_choice_for_projection	SNTB2	SNTB2	6645	1240750	ILMN_1808374	511.7585
S3D_gene_probe_choice_for_projection	SNTG1	SNTG1	54212	5360370	ILMN_1727975	-17.54924
S3D_gene_probe_choice_for_projection	SNTG2	SNTG2	54221	110554	ILMN_1767456	-0.7283983
S3D_gene_probe_choice_for_projection	SNTN	SNTN	132203	3060382	ILMN_2404320	-11.20391
S3D_gene_probe_choice_for_projection	SNU13	SNU13	4809	2230491	ILMN_1763460	1654.317
S3D_gene_probe_choice_for_projection	SNUPN	SNUPN	10073	2340040	ILMN_2364535	328.6199
S3D_gene_probe_choice_for_projection	SNURF	SNURF	8926	1740273	ILMN_2372082	762.1545
S3D_gene_probe_choice_for_projection	SNW1	SNW1	22938	830189	ILMN_1688413	292.5757
S3D_gene_probe_choice_for_projection	SNX1	SNX1	6642	580121	ILMN_2365479	71.10448
S3D_gene_probe_choice_for_projection	SNX10	SNX10	29887	3360634	ILMN_2170949	514.6937
S3D_gene_probe_choice_for_projection	SNX11	SNX11	29916	130446	ILMN_1683950	698.8491
S3D_gene_probe_choice_for_projection	SNX12	SNX12	29934	6100273	ILMN_1759003	37.71357
S3D_gene_probe_choice_for_projection	SNX13	SNX13	23161	1500307	ILMN_1797082	116.8115
S3D_gene_probe_choice_for_projection	SNX14	SNX14	57231	4260504	ILMN_2361570	350.2247
S3D_gene_probe_choice_for_projection	SNX15	SNX15	29907	5130110	ILMN_2378670	28.4365
S3D_gene_probe_choice_for_projection	SNX16	SNX16	64089	940324	ILMN_1787415	86.03965
S3D_gene_probe_choice_for_projection	SNX17	SNX17	9784	3360468	ILMN_1732810	1390.296
S3D_gene_probe_choice_for_projection	SNX18	SNX18	112574	380521	ILMN_3234093	15.37335
S3D_gene_probe_choice_for_projection	SNX19	SNX19	399979	360673	ILMN_1788211	101.1421
S3D_gene_probe_choice_for_projection	SNX2	SNX2	6643	5550736	ILMN_1691575	877.0198
S3D_gene_probe_choice_for_projection	SNX20	SNX20	124460	3360132	ILMN_1798612	85.25549
S3D_gene_probe_choice_for_projection	SNX21	SNX21	90203	4640634	ILMN_1768282	11.00579
S3D_gene_probe_choice_for_projection	SNX22	SNX22	79856	5360338	ILMN_2080760	213.7652
S3D_gene_probe_choice_for_projection	SNX24	SNX24	28966	4200187	ILMN_2085236	0.5951231
S3D_gene_probe_choice_for_projection	SNX25	SNX25	83891	4760368	ILMN_1725108	23.05402
S3D_gene_probe_choice_for_projection	SNX27	SNX27	81609	6480095	ILMN_1714401	1529.823
S3D_gene_probe_choice_for_projection	SNX29	SNX29	92017	1660047	ILMN_1659761	138.5265
S3D_gene_probe_choice_for_projection	SNX29P1	SNX29P1	100652781	2370070	ILMN_1690064	568.71
S3D_gene_probe_choice_for_projection	SNX29P2	SNX29P2	440352	2370070	ILMN_1690064	568.71
S3D_gene_probe_choice_for_projection	SNX3	SNX3	8724	6100523	ILMN_1740180	4890.867
S3D_gene_probe_choice_for_projection	SNX30	SNX30	401548	1070373	ILMN_1738491	77.51279
S3D_gene_probe_choice_for_projection	SNX31	SNX31	169166	4640195	ILMN_1766770	18.05257
S3D_gene_probe_choice_for_projection	SNX32	SNX32	254122	940414	ILMN_1683737	17.60542
S3D_gene_probe_choice_for_projection	SNX33	SNX33	257364	5670390	ILMN_1736093	30.30632
S3D_gene_probe_choice_for_projection	SNX4	SNX4	8723	7330014	ILMN_1738736	87.84218
S3D_gene_probe_choice_for_projection	SNX5	SNX5	27131	360612	ILMN_3275696	466.2546
S3D_gene_probe_choice_for_projection	SNX6	SNX6	58533	2120500	ILMN_1807873	451.7768
S3D_gene_probe_choice_for_projection	SNX7	SNX7	51375	1230215	ILMN_1685077	5.362229
S3D_gene_probe_choice_for_projection	SNX8	SNX8	29886	5560544	ILMN_1857017	191.9537
S3D_gene_probe_choice_for_projection	SNX9	SNX9	51429	7510561	ILMN_1726366	-1.514459
S3D_gene_probe_choice_for_projection	SOAT1	SOAT1	6646	6200386	ILMN_1699100	30.7268
S3D_gene_probe_choice_for_projection	SOAT2	SOAT2	8435	6100747	ILMN_2058270	13.71634
S3D_gene_probe_choice_for_projection	SOBP	SOBP	55084	3830768	ILMN_1666502	9.186068
S3D_gene_probe_choice_for_projection	SOCS1	SOCS1	8651	1990300	ILMN_1774733	160.9914
S3D_gene_probe_choice_for_projection	SOCS2	SOCS2	8835	6770673	ILMN_2131861	219.1679
S3D_gene_probe_choice_for_projection	SOCS3	SOCS3	9021	4230102	ILMN_1781001	97.4687
S3D_gene_probe_choice_for_projection	SOCS4	SOCS4	122809	7100082	ILMN_2413259	142.732
S3D_gene_probe_choice_for_projection	SOCS5	SOCS5	9655	6370379	ILMN_2350970	17.87483
S3D_gene_probe_choice_for_projection	SOCS6	SOCS6	9306	4880475	ILMN_1657077	22.20694
S3D_gene_probe_choice_for_projection	SOCS7	SOCS7	30837	3890491	ILMN_1753683	15.77459
S3D_gene_probe_choice_for_projection	SOD1	SOD1	6647	5420367	ILMN_1662438	2939.901
S3D_gene_probe_choice_for_projection	SOD2	SOD2	6648	3890326	ILMN_2336781	6320.567
S3D_gene_probe_choice_for_projection	SOD2-OT1	SOD2-OT1	100129518	3400059	ILMN_3182735	184.1511
S3D_gene_probe_choice_for_projection	SOD3	SOD3	6649	3890095	ILMN_1690034	-10.18876
S3D_gene_probe_choice_for_projection	SOHLH1	SOHLH1	402381	1240543	ILMN_1656383	-8.381732
S3D_gene_probe_choice_for_projection	SOHLH2	SOHLH2	54937	2900240	ILMN_1798615	11.66554
S3D_gene_probe_choice_for_projection	SON	SON	6651	6350270	ILMN_2247664	1430.245
S3D_gene_probe_choice_for_projection	SORBS1	SORBS1	10580	1990088	ILMN_2326262	10.60353
S3D_gene_probe_choice_for_projection	SORBS2	SORBS2	8470	6180086	ILMN_1674098	7.322679
S3D_gene_probe_choice_for_projection	SORBS3	SORBS3	10174	3870301	ILMN_1789338	48.86439
S3D_gene_probe_choice_for_projection	SORCS1	SORCS1	114815	2100706	ILMN_1680251	14.92527
S3D_gene_probe_choice_for_projection	SORCS2	SORCS2	57537	4230739	ILMN_1729225	-10.5237
S3D_gene_probe_choice_for_projection	SORCS3	SORCS3	22986	870411	ILMN_2138662	1.683339
S3D_gene_probe_choice_for_projection	SORD	SORD	6652	5720470	ILMN_1692517	607.0723
S3D_gene_probe_choice_for_projection	SORL1	SORL1	6653	2480274	ILMN_2060115	2263.95
S3D_gene_probe_choice_for_projection	SORT1	SORT1	6272	160019	ILMN_1707077	248.4975
S3D_gene_probe_choice_for_projection	SOS1	SOS1	6654	2140519	ILMN_1767135	61.19232
S3D_gene_probe_choice_for_projection	SOS2	SOS2	6655	540136	ILMN_1764414	51.87321
S3D_gene_probe_choice_for_projection	SOST	SOST	50964	1440537	ILMN_1781242	6.24424
S3D_gene_probe_choice_for_projection	SOSTDC1	SOSTDC1	25928	4810273	ILMN_1715463	20.66257
S3D_gene_probe_choice_for_projection	SOWAHA	SOWAHA	134548	2450274	ILMN_1779882	-3.639652
S3D_gene_probe_choice_for_projection	SOWAHB	SOWAHB	345079	2190673	ILMN_2072045	-3.251271
S3D_gene_probe_choice_for_projection	SOWAHC	SOWAHC	65124	2510224	ILMN_1724040	42.33502
S3D_gene_probe_choice_for_projection	SOWAHD	SOWAHD	347454	5270474	ILMN_1692849	7.916946
S3D_gene_probe_choice_for_projection	SOX1	SOX1	6656	240471	ILMN_1716070	-17.38184
S3D_gene_probe_choice_for_projection	SOX10	SOX10	6663	450088	ILMN_1653750	-5.683539
S3D_gene_probe_choice_for_projection	SOX11	SOX11	6664	3290086	ILMN_1769361	-2.425841
S3D_gene_probe_choice_for_projection	SOX12	SOX12	6666	130626	ILMN_1736974	50.65326
S3D_gene_probe_choice_for_projection	SOX13	SOX13	9580	4250167	ILMN_1683755	39.44675
S3D_gene_probe_choice_for_projection	SOX14	SOX14	8403	6290224	ILMN_1675364	3.421739
S3D_gene_probe_choice_for_projection	SOX15	SOX15	6665	4120475	ILMN_1784217	16.83697
S3D_gene_probe_choice_for_projection	SOX17	SOX17	64321	3610193	ILMN_1671092	-16.23251
S3D_gene_probe_choice_for_projection	SOX18	SOX18	54345	6100433	ILMN_1812968	8.188135
S3D_gene_probe_choice_for_projection	SOX2	SOX2	6657	5080273	ILMN_1770635	5.975764
S3D_gene_probe_choice_for_projection	SOX2-OT	SOX2-OT	347689	6840538	ILMN_3242257	1.704935
S3D_gene_probe_choice_for_projection	SOX21	SOX21	11166	2570538	ILMN_1783185	10.2416
S3D_gene_probe_choice_for_projection	SOX3	SOX3	6658	3310037	ILMN_1653055	0.05272086
S3D_gene_probe_choice_for_projection	SOX30	SOX30	11063	150487	ILMN_1702430	15.79151
S3D_gene_probe_choice_for_projection	SOX4	SOX4	6659	3370736	ILMN_1815745	216.9188
S3D_gene_probe_choice_for_projection	SOX5	SOX5	6660	1050091	ILMN_2343677	2.208886
S3D_gene_probe_choice_for_projection	SOX6	SOX6	55553	4220102	ILMN_1663327	8.57897
S3D_gene_probe_choice_for_projection	SOX7	SOX7	83595	7160706	ILMN_2134056	37.73496
S3D_gene_probe_choice_for_projection	SOX8	SOX8	30812	7320139	ILMN_1789244	100.0913
S3D_gene_probe_choice_for_projection	SOX9	SOX9	6662	4230475	ILMN_1805466	-3.63912
S3D_gene_probe_choice_for_projection	SP1	SP1	6667	2510086	ILMN_1676010	545.6743
S3D_gene_probe_choice_for_projection	SP100	SP100	6672	6650541	ILMN_2390586	643.0667
S3D_gene_probe_choice_for_projection	SP110	SP110	3431	3840593	ILMN_2415144	2250.438
S3D_gene_probe_choice_for_projection	SP140	SP140	11262	3140041	ILMN_1778599	390.4035
S3D_gene_probe_choice_for_projection	SP140L	SP140L	93349	3610576	ILMN_1658858	42.73323
S3D_gene_probe_choice_for_projection	SP2	SP2	6668	1260201	ILMN_1666482	261.9946
S3D_gene_probe_choice_for_projection	SP3	SP3	6670	7150274	ILMN_1756942	467.4744
S3D_gene_probe_choice_for_projection	SP4	SP4	6671	990343	ILMN_1721081	267.5732
S3D_gene_probe_choice_for_projection	SP5	SP5	389058	4780626	ILMN_1775956	-8.258578
S3D_gene_probe_choice_for_projection	SP6	SP6	80320	4180195	ILMN_1769721	23.1077
S3D_gene_probe_choice_for_projection	SP7	SP7	121340	1190491	ILMN_1689461	4.936988
S3D_gene_probe_choice_for_projection	SP8	SP8	221833	7330300	ILMN_2306630	16.34764
S3D_gene_probe_choice_for_projection	SP9	SP9	100131390	3180139	ILMN_3289764	27.24538
S3D_gene_probe_choice_for_projection	SPA17	SPA17	53340	5310286	ILMN_1678423	32.16134
S3D_gene_probe_choice_for_projection	SPAAR	SPAAR	158376	2570296	ILMN_1851865	-0.7587502
S3D_gene_probe_choice_for_projection	SPACA1	SPACA1	81833	6860519	ILMN_1807123	10.43457
S3D_gene_probe_choice_for_projection	SPACA3	SPACA3	124912	1430709	ILMN_1775408	-0.1124092
S3D_gene_probe_choice_for_projection	SPACA4	SPACA4	171169	6520474	ILMN_1806749	4.632078
S3D_gene_probe_choice_for_projection	SPACA5	SPACA5	389852	5270133	ILMN_1672806	0.223642
S3D_gene_probe_choice_for_projection	SPACA5B	SPACA5B	729201	5270133	ILMN_1672806	0.223642
S3D_gene_probe_choice_for_projection	SPACA6	SPACA6	147650	2350156	ILMN_3247848	78.08445
S3D_gene_probe_choice_for_projection	SPACA7	SPACA7	122258	3310630	ILMN_1680178	-12.36432
S3D_gene_probe_choice_for_projection	SPACA9	SPACA9	11092	5860709	ILMN_1813837	10.76681
S3D_gene_probe_choice_for_projection	SPACDR	SPACDR	402573	1980452	ILMN_2226691	8.597699
S3D_gene_probe_choice_for_projection	SPAG1	SPAG1	6674	6130601	ILMN_1712773	14.18708
S3D_gene_probe_choice_for_projection	SPAG11A	SPAG11A	653423	60382	ILMN_2118201	-18.06322
S3D_gene_probe_choice_for_projection	SPAG11B	SPAG11B	10407	3120612	ILMN_1710889	14.45613
S3D_gene_probe_choice_for_projection	SPAG16	SPAG16	79582	5050717	ILMN_1768732	19.32287
S3D_gene_probe_choice_for_projection	SPAG16-DT	SPAG16-DT	100130451	540538	ILMN_3176545	11.30574
S3D_gene_probe_choice_for_projection	SPAG17	SPAG17	200162	2450653	ILMN_1693114	-3.274408
S3D_gene_probe_choice_for_projection	SPAG4	SPAG4	6676	1190670	ILMN_1684620	0.9247087
S3D_gene_probe_choice_for_projection	SPAG5	SPAG5	10615	4180709	ILMN_2141259	6.165524
S3D_gene_probe_choice_for_projection	SPAG6	SPAG6	9576	6770446	ILMN_2313378	7.195785
S3D_gene_probe_choice_for_projection	SPAG7	SPAG7	9552	3440070	ILMN_1684446	235.8361
S3D_gene_probe_choice_for_projection	SPAG8	SPAG8	26206	940632	ILMN_2354222	-3.359914
S3D_gene_probe_choice_for_projection	SPAG9	SPAG9	9043	1770730	ILMN_2263718	284.3514
S3D_gene_probe_choice_for_projection	SPAM1	SPAM1	6677	1850736	ILMN_1661251	-5.078735
S3D_gene_probe_choice_for_projection	SPANXA1	SPANXA1	30014	6960653	ILMN_1653415	1.66824
S3D_gene_probe_choice_for_projection	SPANXA2	SPANXA2	728712	6960653	ILMN_1653415	1.66824
S3D_gene_probe_choice_for_projection	SPANXA2-OT1	SPANXA2-OT1	619455	4920154	ILMN_3193949	-3.319067
S3D_gene_probe_choice_for_projection	SPANXB1	SPANXB1	728695	3370369	ILMN_2211030	16.67698
S3D_gene_probe_choice_for_projection	SPANXC	SPANXC	64663	3800692	ILMN_1696731	-1.532887
S3D_gene_probe_choice_for_projection	SPANXD	SPANXD	64648	6330554	ILMN_1713125	5.861245
S3D_gene_probe_choice_for_projection	SPANXN1	SPANXN1	494118	4830040	ILMN_1654459	-13.48961
S3D_gene_probe_choice_for_projection	SPANXN2	SPANXN2	494119	1510341	ILMN_1741729	15.60159
S3D_gene_probe_choice_for_projection	SPANXN3	SPANXN3	139067	450743	ILMN_1691953	-2.924979
S3D_gene_probe_choice_for_projection	SPANXN4	SPANXN4	441525	2480082	ILMN_1808463	-19.31632
S3D_gene_probe_choice_for_projection	SPANXN5	SPANXN5	494197	4390520	ILMN_1679348	-4.861869
S3D_gene_probe_choice_for_projection	SPARC	SPARC	6678	5050382	ILMN_1796734	24.54875
S3D_gene_probe_choice_for_projection	SPARCL1	SPARCL1	8404	1030021	ILMN_1795251	7.268815
S3D_gene_probe_choice_for_projection	SPART	SPART	23111	3120170	ILMN_1801236	21.36828
S3D_gene_probe_choice_for_projection	SPAST	SPAST	6683	4480010	ILMN_1796738	206.4956
S3D_gene_probe_choice_for_projection	SPATA1	SPATA1	100505741	3870538	ILMN_1685680	-8.700667
S3D_gene_probe_choice_for_projection	SPATA12	SPATA12	353324	510196	ILMN_1800838	-1.595661
S3D_gene_probe_choice_for_projection	SPATA13	SPATA13	221178	1570300	ILMN_1742824	784.9371
S3D_gene_probe_choice_for_projection	SPATA16	SPATA16	83893	4490097	ILMN_1753131	-3.982352
S3D_gene_probe_choice_for_projection	SPATA17	SPATA17	128153	1240678	ILMN_1686096	-10.77163
S3D_gene_probe_choice_for_projection	SPATA18	SPATA18	132671	2490215	ILMN_1667948	-12.19808
S3D_gene_probe_choice_for_projection	SPATA19	SPATA19	219938	3840022	ILMN_1702097	5.333389
S3D_gene_probe_choice_for_projection	SPATA2	SPATA2	9825	4200608	ILMN_1681135	54.71278
S3D_gene_probe_choice_for_projection	SPATA20	SPATA20	64847	5050520	ILMN_1687247	112.9786
S3D_gene_probe_choice_for_projection	SPATA21	SPATA21	374955	1740575	ILMN_1705337	-18.58352
S3D_gene_probe_choice_for_projection	SPATA22	SPATA22	84690	4890544	ILMN_2171934	0.9977632
S3D_gene_probe_choice_for_projection	SPATA24	SPATA24	202051	6980050	ILMN_1769478	23.92962
S3D_gene_probe_choice_for_projection	SPATA25	SPATA25	128497	4180451	ILMN_1785476	1.806438
S3D_gene_probe_choice_for_projection	SPATA2L	SPATA2L	124044	450673	ILMN_1691111	288.7874
S3D_gene_probe_choice_for_projection	SPATA3	SPATA3	130560	5270035	ILMN_1668708	4.948755
S3D_gene_probe_choice_for_projection	SPATA31A1	SPATA31A1	647060	3710358	ILMN_1652939	18.10372
S3D_gene_probe_choice_for_projection	SPATA31A3	SPATA31A3	727830	1340687	ILMN_3194147	14.89679
S3D_gene_probe_choice_for_projection	SPATA31A5	SPATA31A5	727905	1340687	ILMN_3194147	14.89679
S3D_gene_probe_choice_for_projection	SPATA31A6	SPATA31A6	389730	1340687	ILMN_3194147	14.89679
S3D_gene_probe_choice_for_projection	SPATA31A7	SPATA31A7	26165	1340687	ILMN_3194147	14.89679
S3D_gene_probe_choice_for_projection	SPATA31C1	SPATA31C1	441452	5290110	ILMN_3273268	87.14263
S3D_gene_probe_choice_for_projection	SPATA31C2	SPATA31C2	645961	5290110	ILMN_3273268	87.14263
S3D_gene_probe_choice_for_projection	SPATA31D1	SPATA31D1	389763	1230273	ILMN_1698769	-3.598631
S3D_gene_probe_choice_for_projection	SPATA31D3	SPATA31D3	389762	70411	ILMN_1742309	-1.866299
S3D_gene_probe_choice_for_projection	SPATA31D4	SPATA31D4	389761	70411	ILMN_1742309	-1.866299
S3D_gene_probe_choice_for_projection	SPATA31D5P	SPATA31D5P	347127	4260129	ILMN_1718657	29.47288
S3D_gene_probe_choice_for_projection	SPATA31E1	SPATA31E1	286234	580068	ILMN_1765791	3.474317
S3D_gene_probe_choice_for_projection	SPATA31F1	SPATA31F1	259308	1500242	ILMN_3235526	-10.51241
S3D_gene_probe_choice_for_projection	SPATA31F2P	SPATA31F2P	389715	4540008	ILMN_1716905	-4.880712
S3D_gene_probe_choice_for_projection	SPATA31G1	SPATA31G1	138724	3460369	ILMN_1705735	3.319853
S3D_gene_probe_choice_for_projection	SPATA31H1	SPATA31H1	84226	1710707	ILMN_1780840	15.89192
S3D_gene_probe_choice_for_projection	SPATA32	SPATA32	124783	520746	ILMN_1670707	9.26589
S3D_gene_probe_choice_for_projection	SPATA33	SPATA33	124045	3170477	ILMN_1759261	9.010296
S3D_gene_probe_choice_for_projection	SPATA4	SPATA4	132851	1500431	ILMN_2195892	-3.761233
S3D_gene_probe_choice_for_projection	SPATA41	SPATA41	388182	2060162	ILMN_3307113	11.75657
S3D_gene_probe_choice_for_projection	SPATA42	SPATA42	642864	3130286	ILMN_1674837	1.610812
S3D_gene_probe_choice_for_projection	SPATA45	SPATA45	149643	2600196	ILMN_1723568	-1.746083
S3D_gene_probe_choice_for_projection	SPATA46	SPATA46	284680	6510139	ILMN_1710993	-1.403603
S3D_gene_probe_choice_for_projection	SPATA6	SPATA6	54558	3450193	ILMN_1775926	-0.6143833
S3D_gene_probe_choice_for_projection	SPATA7	SPATA7	55812	380079	ILMN_1652409	28.9674
S3D_gene_probe_choice_for_projection	SPATA8	SPATA8	145946	4830112	ILMN_2168421	-8.03974
S3D_gene_probe_choice_for_projection	SPATA9	SPATA9	83890	7570609	ILMN_1697328	0.1236546
S3D_gene_probe_choice_for_projection	SPATC1	SPATC1	375686	3930273	ILMN_1722906	6.454336
S3D_gene_probe_choice_for_projection	SPATC1L	SPATC1L	84221	1500390	ILMN_1716838	22.23304
